"Make","Model","Year","Engine_Fuel_Type","Engine_HP","Engine_Cylinders","Transmission_Type","Driven_Wheels","Number_of_Doors","Market_Category","Vehicle_Size","Vehicle_Style","highway_MPG","city_mpg","Popularity","MSRP","Factory_Tuner","Luxury","Performance","Flex_Fuel","Hatchback","Hybrid","Diesel","Exotic","Crossover","Age","log_MSRP","obs_number"
"Ford","Focus","2016","flex",160,"4","AUTOMATED_MANUAL","front wheel drive",4,"Hatchback,Flex Fuel","Compact","car",40,27,5657,23725,0,0,0,1,1,0,0,0,0,2,10.0742846234781,2058
"Ford","Focus","2016","flex",160,"4","AUTOMATED_MANUAL","front wheel drive",4,"Flex Fuel","Compact","car",40,27,5657,23225,0,0,0,1,0,0,0,0,0,2,10.052984563682,2059
"Ford","Focus","2017","flex",160,"4","AUTOMATED_MANUAL","front wheel drive",4,"Hatchback,Flex Fuel","Compact","car",40,27,5657,21838.3333333333,0,0,0,1,1,0,0,0,0,1,9.99142211437058,2061
"Ford","Focus","2017","regular",123,"3","MANUAL","front wheel drive",4,"N/A","Compact","car",42,30,5657,18175,0,0,0,0,0,0,0,0,0,1,9.80780230240172,2062
"Ford","Focus","2017","flex",160,"4","MANUAL","front wheel drive",4,"Flex Fuel","Compact","car",36,26,5657,16775,0,0,0,1,0,0,0,0,0,1,9.72764496183988,2063
"Suzuki","Forenza","2006","regular",126,"4","AUTOMATIC","front wheel drive",4,"N/A","Compact","car",27,19,481,16049,0,0,0,0,0,0,0,0,0,12,9.68340182132116,2065
"Suzuki","Forenza","2006","regular",126,"4","MANUAL","front wheel drive",4,"N/A","Compact","car",27,19,481,15149,0,0,0,0,0,0,0,0,0,12,9.62568980215832,2067
"Suzuki","Forenza","2007","regular",127,"4","AUTOMATIC","front wheel drive",4,"N/A","Compact","car",27,19,481,16449,0,0,0,0,0,0,0,0,0,11,9.70801996407216,2069
"Suzuki","Forenza","2007","regular",127,"4","MANUAL","front wheel drive",4,"N/A","Compact","car",27,19,481,15349,0,0,0,0,0,0,0,0,0,11,9.63880560431341,2070
"Suzuki","Forenza","2007","regular",127,"4","AUTOMATIC","front wheel drive",4,"N/A","Compact","car",28,19,481,15549,0,0,0,0,0,0,0,0,0,11,9.65175160685782,2071
"Suzuki","Forenza","2008","regular",127,"4","AUTOMATIC","front wheel drive",4,"N/A","Compact","car",28,19,481,16155.6666666667,0,0,0,0,0,0,0,0,0,10,9.69002614430078,2073
"Suzuki","Forenza","2008","regular",127,"4","AUTOMATIC","front wheel drive",4,"N/A","Compact","car",27,19,481,17055.6666666667,0,0,0,0,0,0,0,0,0,10,9.74423778330993,2074
"Suzuki","Forenza","2008","regular",127,"4","MANUAL","front wheel drive",4,"N/A","Compact","car",28,20,481,14739,0,0,0,0,0,0,0,0,0,10,9.59825232083676,2075
"Suzuki","Forenza","2008","regular",127,"4","MANUAL","front wheel drive",4,"N/A","Compact","car",27,19,481,15639,0,0,0,0,0,0,0,0,0,10,9.65752307343621,2076
"Subaru","Forester","2015","regular",250,"4","AUTOMATIC","all wheel drive",4,"Crossover","Midsize","suv",28,23,640,30795,0,0,0,0,0,0,0,0,1,3,10.3351076181211,2077
"Subaru","Forester","2015","regular",170,"4","AUTOMATIC","all wheel drive",4,"Crossover","Midsize","suv",32,24,640,26620,0,0,0,0,0,0,0,0,1,3,10.1894180919491,2078
"Subaru","Forester","2015","regular",170,"4","MANUAL","all wheel drive",4,"Crossover","Midsize","suv",29,22,640,23395,0,0,0,0,0,0,0,0,1,3,10.0602776033003,2079
"Subaru","Forester","2016","regular",170,"4","AUTOMATIC","all wheel drive",4,"Crossover","Midsize","suv",32,24,640,27195,0,0,0,0,0,0,0,0,1,2,10.2107884118571,2080
"Subaru","Forester","2016","regular",170,"4","MANUAL","all wheel drive",4,"Crossover","Midsize","suv",29,22,640,23845,0,0,0,0,0,0,0,0,1,2,10.0793298307323,2081
"Subaru","Forester","2016","regular",250,"4","AUTOMATIC","all wheel drive",4,"Crossover","Midsize","suv",28,23,640,31495,0,0,0,0,0,0,0,0,1,2,10.357584082056,2082
"Subaru","Forester","2017","regular",250,"4","AUTOMATIC","all wheel drive",4,"Crossover","Midsize","suv",27,23,640,31795,0,0,0,0,0,0,0,0,1,1,10.3670643237015,2083
"Subaru","Forester","2017","regular",170,"4","AUTOMATIC","all wheel drive",4,"Crossover","Midsize","suv",32,26,640,27520,0,0,0,0,0,0,0,0,1,1,10.2226682920473,2084
"Kia","Forte","2015","regular",173,"4","AUTOMATIC","front wheel drive",2,"N/A","Compact","car",34,25,1720,19590,0,0,0,0,0,0,0,0,0,3,9.88277451093859,2086
"Kia","Forte","2015","regular",173,"4","AUTOMATIC","front wheel drive",4,"N/A","Compact","car",36,25,1720,19390,0,0,0,0,0,0,0,0,0,3,9.8725127482367,2087
"Kia","Forte","2015","regular",173,"4","MANUAL","front wheel drive",2,"N/A","Compact","car",33,24,1720,18590,0,0,0,0,0,0,0,0,0,3,9.83037908071549,2088
"Kia","Forte","2015","regular",201,"4","AUTOMATIC","front wheel drive",4,"Hatchback,Performance","Compact","car",29,21,1720,21890,0,0,1,0,1,0,0,0,0,3,9.99378519051691,2090
"Kia","Forte","2015","regular",145,"4","AUTOMATIC","front wheel drive",4,"N/A","Compact","car",39,26,1720,17490,0,0,0,0,0,0,0,0,0,3,9.76938456801265,2091
"Kia","Forte","2015","regular",145,"4","MANUAL","front wheel drive",4,"N/A","Compact","car",37,25,1720,15890,0,0,0,0,0,0,0,0,0,3,9.67344525953076,2092
"Kia","Forte","2015","regular",173,"4","AUTOMATIC","front wheel drive",4,"Hatchback","Compact","car",33,25,1720,19690,0,0,0,0,1,0,0,0,0,3,9.88786617163317,2093
"Kia","Forte","2015","regular",201,"4","AUTOMATIC","front wheel drive",2,"Performance","Compact","car",30,22,1720,21590,0,0,1,0,0,0,0,0,0,3,9.97998552350885,2095
"Kia","Forte","2016","regular",201,"4","MANUAL","front wheel drive",2,"Performance","Compact","car",29,22,1720,20690,0,0,1,0,0,0,0,0,0,2,9.93740577073959,2096
"Kia","Forte","2016","regular",201,"4","AUTOMATIC","front wheel drive",4,"Hatchback,Performance","Compact","car",29,21,1720,21990,0,0,1,0,1,0,0,0,0,2,9.99834308354881,2098
"Kia","Forte","2016","regular",201,"4","AUTOMATIC","front wheel drive",2,"Performance","Compact","car",30,22,1720,21690,0,0,1,0,0,0,0,0,0,2,9.98460660382092,2099
"Kia","Forte","2016","regular",145,"4","AUTOMATIC","front wheel drive",4,"N/A","Compact","car",39,26,1720,17700,0,0,0,0,0,0,0,0,0,2,9.78131991856192,2103
"Kia","Forte","2016","regular",201,"4","MANUAL","front wheel drive",4,"Hatchback,Performance","Compact","car",29,21,1720,20990,0,0,1,0,1,0,0,0,0,2,9.95180141281468,2104
"Kia","Forte","2016","regular",173,"4","AUTOMATIC","front wheel drive",4,"Performance","Compact","car",35,24,1720,19990,0,0,1,0,0,0,0,0,0,2,9.90298742749445,2105
"Kia","Forte","2017","regular",164,"4","AUTOMATIC","front wheel drive",4,"N/A","Compact","car",33,25,1720,21200,0,0,0,0,0,0,0,0,0,1,9.9617564606601,2107
"Kia","Forte","2017","regular",147,"4","MANUAL","front wheel drive",4,"N/A","Compact","car",34,25,1720,16490,0,0,0,0,0,0,0,0,0,1,9.71050941555364,2108
"Kia","Forte","2017","regular",201,"4","MANUAL","front wheel drive",4,"Hatchback,Performance","Compact","car",29,23,1720,25890,0,0,1,0,1,0,0,0,0,1,10.1616120727456,2110
"Kia","Forte","2017","regular",201,"4","AUTOMATED_MANUAL","front wheel drive",4,"Hatchback,Performance","Compact","car",30,25,1720,23690,0,0,1,0,1,0,0,0,0,1,10.0728082971528,2111
"Scion","FR-S","2014","regular",200,"4","MANUAL","rear wheel drive",2,"Performance","Compact","car",30,22,105,26050,0,0,1,0,0,0,0,0,0,4,10.1677730471815,2112
"Scion","FR-S","2014","regular",200,"4","AUTOMATIC","rear wheel drive",2,"Performance","Compact","car",34,25,105,27150,0,0,1,0,0,0,0,0,0,4,10.2091323253621,2113
"Scion","FR-S","2015","regular",200,"4","AUTOMATIC","rear wheel drive",2,"Performance","Compact","car",34,25,105,28545,0,0,1,0,0,0,0,0,0,3,10.2592370683984,2114
"Scion","FR-S","2015","regular",200,"4","MANUAL","rear wheel drive",2,"Performance","Compact","car",30,22,105,27445,0,0,1,0,0,0,0,0,0,3,10.219939280984,2115
"Scion","FR-S","2016","regular",200,"4","MANUAL","rear wheel drive",2,"Performance","Compact","car",30,22,105,27407.5,0,0,1,0,0,0,0,0,0,2,10.2185719775487,2116
"Land Rover","Freelander","2003","regular",174,"6","AUTOMATIC","all wheel drive",4,"Crossover,Luxury","Compact","suv",19,15,258,28108.3333333333,0,1,0,0,0,0,0,0,1,15,10.2438213712617,2118
"Land Rover","Freelander","2003","regular",174,"6","AUTOMATIC","all wheel drive",2,"Crossover,Luxury","Compact","suv",19,15,258,26370,0,1,0,0,0,0,0,0,1,15,10.1799822793473,2119
"Land Rover","Freelander","2004","regular",174,"6","AUTOMATIC","all wheel drive",2,"Crossover,Luxury","Compact","suv",19,16,258,26330,0,1,0,0,0,0,0,0,1,14,10.1784642524904,2120
"Land Rover","Freelander","2005","regular",174,"6","AUTOMATIC","all wheel drive",4,"Crossover,Luxury","Compact","suv",19,16,258,26830,0,1,0,0,0,0,0,0,1,13,10.1972759434197,2122
"Land Rover","Freelander","2005","regular",174,"6","AUTOMATIC","all wheel drive",2,"Crossover,Luxury","Compact","suv",19,16,258,26830,0,1,0,0,0,0,0,0,1,13,10.1972759434197,2123
"Ford","Freestar","2006","regular",193,"6","AUTOMATIC","front wheel drive",4,"N/A","Midsize","cargo_van",22,16,5657,19650,0,0,0,0,0,0,0,0,0,12,9.88583261729741,2124
"Ford","Freestar","2006","regular",201,"6","AUTOMATIC","front wheel drive",4,"N/A","Midsize","passenger_van",21,15,5657,28095,0,0,0,0,0,0,0,0,0,12,10.2433469035463,2125
"Ford","Freestar","2006","regular",193,"6","AUTOMATIC","front wheel drive",4,"N/A","Midsize","passenger_van",22,16,5657,23655,0,0,0,0,0,0,0,0,0,12,10.0713297880652,2126
"Ford","Freestar","2007","regular",201,"6","AUTOMATIC","front wheel drive",4,"N/A","Midsize","passenger_van",21,15,5657,26648.3333333333,0,0,0,0,0,0,0,0,0,11,10.1904818885514,2127
"Ford","Freestar","2007","regular",201,"6","AUTOMATIC","front wheel drive",4,"N/A","Midsize","cargo_van",21,15,5657,19700,0,0,0,0,0,0,0,0,0,11,9.88837391472608,2128
"Ford","Freestyle","2005","regular",203,"6","AUTOMATIC","front wheel drive",4,"Crossover","Large","car",25,18,5657,26640,0,0,0,0,0,0,0,0,1,13,10.1901691246543,2129
"Ford","Freestyle","2006","regular",203,"6","AUTOMATIC","all wheel drive",4,"Crossover","Large","car",22,17,5657,28630,0,0,0,0,0,0,0,0,1,12,10.2622103980922,2131
"Ford","Freestyle","2007","regular",203,"6","AUTOMATIC","all wheel drive",4,"Crossover","Large","car",22,17,5657,29412.5,0,0,0,0,0,0,0,0,1,11,10.2891750330356,2133
"Ford","Freestyle","2007","regular",203,"6","AUTOMATIC","front wheel drive",4,"Crossover","Large","car",25,18,5657,27562.5,0,0,0,0,0,0,0,0,1,11,10.2242114321892,2134
"Nissan","Frontier","2015","regular",261,"6","AUTOMATIC","rear wheel drive",4,"N/A","Compact","truck",21,15,2009,31960,0,0,0,0,0,0,0,0,0,3,10.3722403998802,2135
"Nissan","Frontier","2015","regular",152,"4","AUTOMATIC","rear wheel drive",4,"N/A","Compact","truck",23,17,2009,21840,0,0,0,0,0,0,0,0,0,3,9.99149842985884,2136
"Nissan","Frontier","2015","regular",261,"6","AUTOMATIC","rear wheel drive",4,"N/A","Compact","truck",22,16,2009,24506.6666666667,0,0,0,0,0,0,0,0,0,3,10.1067004683615,2137
"Nissan","Frontier","2015","regular",261,"6","AUTOMATIC","four wheel drive",4,"N/A","Compact","truck",21,15,2009,30252.5,0,0,0,0,0,0,0,0,0,3,10.3173341046722,2138
"Nissan","Frontier","2015","regular",261,"6","MANUAL","four wheel drive",4,"N/A","Compact","truck",21,16,2009,28652,0,0,0,0,0,0,0,0,0,3,10.2629785277343,2139
"Nissan","Frontier","2015","regular",261,"6","MANUAL","rear wheel drive",4,"N/A","Compact","truck",22,16,2009,24366.6666666667,0,0,0,0,0,0,0,0,0,3,10.1009713570698,2140
"Nissan","Frontier","2015","regular",152,"4","MANUAL","rear wheel drive",4,"N/A","Compact","truck",23,19,2009,19980,0,0,0,0,0,0,0,0,0,3,9.90248705220255,2141
"Nissan","Frontier","2016","regular",261,"6","AUTOMATIC","four wheel drive",4,"N/A","Compact","truck",21,15,2009,31460,0,0,0,0,0,0,0,0,0,2,10.3564721766123,2142
"Nissan","Frontier","2016","regular",261,"6","AUTOMATIC","rear wheel drive",4,"N/A","Compact","truck",22,16,2009,26548.75,0,0,0,0,0,0,0,0,0,2,10.1867379445825,2143
"Nissan","Frontier","2016","regular",261,"6","MANUAL","four wheel drive",4,"N/A","Compact","truck",21,16,2009,29880,0,0,0,0,0,0,0,0,0,2,10.3049446392468,2144
"Nissan","Frontier","2016","regular",152,"4","MANUAL","rear wheel drive",4,"N/A","Compact","truck",23,19,2009,20235,0,0,0,0,0,0,0,0,0,2,9.91516905730997,2146
"Nissan","Frontier","2016","regular",152,"4","AUTOMATIC","rear wheel drive",4,"N/A","Compact","truck",23,17,2009,22095,0,0,0,0,0,0,0,0,0,2,10.0031066175648,2147
"Nissan","Frontier","2017","regular",261,"6","MANUAL","four wheel drive",4,"N/A","Compact","truck",21,16,2009,31020,0,0,0,0,0,0,0,0,0,1,10.3423874367305,2149
"Nissan","Frontier","2017","regular",261,"6","AUTOMATIC","four wheel drive",4,"N/A","Compact","truck",21,15,2009,31303.75,0,0,0,0,0,0,0,0,0,1,10.3514931776585,2150
"Nissan","Frontier","2017","regular",152,"4","AUTOMATIC","rear wheel drive",4,"N/A","Compact","truck",22,17,2009,23035,0,0,0,0,0,0,0,0,0,1,10.04477007737,2152
"Nissan","Frontier","2017","regular",261,"6","MANUAL","rear wheel drive",4,"N/A","Compact","truck",22,16,2009,23900,0,0,0,0,0,0,0,0,0,1,10.0816337379196,2153
"Ford","Fusion Hybrid","2015","regular",188,"4","AUTOMATIC","front wheel drive",4,"Hybrid","Midsize","car",41,44,5657,28761.6666666667,0,0,0,0,0,1,0,0,0,3,10.2667987610136,2154
"Ford","Fusion Hybrid","2017","regular",188,"4","AUTOMATIC","front wheel drive",4,"Hybrid","Midsize","car",41,43,5657,30046.25,0,0,0,0,0,1,0,0,0,1,10.3104931401629,2156
"Ford","Fusion","2015","regular",231,"4","AUTOMATIC","all wheel drive",4,"Performance","Midsize","car",31,22,5657,32780,0,0,1,0,0,0,0,0,0,3,10.3975738522978,2158
"Ford","Fusion","2015","regular",175,"4","AUTOMATIC","front wheel drive",4,"N/A","Midsize","car",34,22,5657,23267.5,0,0,0,0,0,0,0,0,0,3,10.0548128160599,2159
"Ford","Fusion","2015","regular",231,"4","AUTOMATIC","front wheel drive",4,"Performance","Midsize","car",33,22,5657,30780,0,0,1,0,0,0,0,0,0,3,10.3346204073929,2160
"Ford","Fusion","2016","regular",231,"4","AUTOMATIC","front wheel drive",4,"Performance","Midsize","car",33,22,5657,31270,0,0,1,0,0,0,0,0,0,2,10.3504144504519,2161
"Ford","Fusion","2016","regular",175,"4","AUTOMATIC","front wheel drive",4,"N/A","Midsize","car",34,22,5657,23535,0,0,0,0,0,0,0,0,0,2,10.0662439538352,2162
"Ford","Fusion","2016","regular",231,"4","AUTOMATIC","all wheel drive",4,"Performance","Midsize","car",31,22,5657,30692.5,0,0,1,0,0,0,0,0,0,2,10.331773604055,2163
"Ford","Fusion","2017","regular",231,"4","AUTOMATIC","front wheel drive",4,"Performance","Midsize","car",31,21,5657,33615,0,0,1,0,0,0,0,0,0,1,10.4227276749031,2164
"Ford","Fusion","2017","regular",231,"4","AUTOMATIC","all wheel drive",4,"Performance","Midsize","car",29,20,5657,32878.3333333333,0,0,1,0,0,0,0,0,0,1,10.4005691585099,2165
"Ford","Fusion","2017","regular",175,"4","AUTOMATIC","front wheel drive",4,"N/A","Midsize","car",32,21,5657,23110,0,0,0,0,0,0,0,0,0,1,10.0480207032684,2166
"Infiniti","FX35","2008","regular",275,"6","AUTOMATIC","all wheel drive",4,"Crossover,Luxury","Midsize","suv",20,15,190,39550,0,1,0,0,0,0,0,0,1,10,10.5853209731958,2167
"Infiniti","FX35","2008","regular",275,"6","AUTOMATIC","rear wheel drive",4,"Crossover,Luxury","Midsize","suv",22,15,190,38050,0,1,0,0,0,0,0,0,1,10,10.5466563632898,2168
"Infiniti","FX35","2009","regular",303,"6","AUTOMATIC","all wheel drive",4,"Crossover,Luxury","Midsize","suv",21,16,190,43600,0,1,0,0,0,0,0,0,1,9,10.6828124293371,2170
"Infiniti","FX35","2010","regular",303,"6","AUTOMATIC","rear wheel drive",4,"Crossover,Luxury","Midsize","suv",23,16,190,42850,0,1,0,0,0,0,0,0,1,8,10.6654609240259,2171
"Infiniti","FX35","2010","regular",303,"6","AUTOMATIC","all wheel drive",4,"Crossover,Luxury","Midsize","suv",21,16,190,44300,0,1,0,0,0,0,0,0,1,8,10.6987399560332,2172
"Infiniti","FX45","2006","regular",320,"8","AUTOMATIC","all wheel drive",4,"Crossover,Luxury","Midsize","suv",17,13,190,49750,0,1,0,0,0,0,0,0,1,12,10.8147657425867,2173
"Infiniti","FX45","2007","regular",320,"8","AUTOMATIC","all wheel drive",4,"Crossover,Luxury","Midsize","suv",17,13,190,49850,0,1,0,0,0,0,0,0,1,11,10.81677377539,2174
"Infiniti","FX50","2009","regular",390,"8","AUTOMATIC","all wheel drive",4,"Crossover,Luxury,High-Performance","Midsize","suv",20,14,190,58400,0,1,1,0,0,0,0,0,1,9,10.9750711688163,2176
"Infiniti","FX50","2010","regular",390,"8","AUTOMATIC","all wheel drive",4,"Crossover,Luxury,High-Performance","Midsize","suv",20,14,190,59000,0,1,1,0,0,0,0,0,1,8,10.9852927228879,2177
"Infiniti","FX","2011","regular",303,"6","AUTOMATIC","all wheel drive",4,"Crossover,Luxury","Midsize","suv",21,16,190,44050,0,1,0,0,0,0,0,0,1,7,10.6930806313643,2178
"Infiniti","FX","2011","regular",303,"6","AUTOMATIC","rear wheel drive",4,"Crossover,Luxury","Midsize","suv",23,16,190,42600,0,1,0,0,0,0,0,0,1,7,10.6596095322575,2179
"Infiniti","FX","2012","regular",303,"6","AUTOMATIC","rear wheel drive",4,"Crossover,Luxury","Midsize","suv",23,16,190,43700,0,1,0,0,0,0,0,0,1,6,10.6851033810837,2181
"Infiniti","FX","2012","regular",390,"8","AUTOMATIC","all wheel drive",4,"Crossover,Luxury,High-Performance","Midsize","suv",20,14,190,59800,0,1,1,0,0,0,0,0,1,6,10.9987609399387,2182
"Infiniti","FX","2012","regular",303,"6","AUTOMATIC","all wheel drive",4,"Crossover,Luxury","Midsize","suv",21,16,190,45150,0,1,0,0,0,0,0,0,1,6,10.7177455588451,2184
"Infiniti","FX","2013","regular",325,"6","AUTOMATIC","all wheel drive",4,"Crossover,Luxury,Performance","Midsize","suv",22,16,190,53400,0,1,1,0,0,0,0,0,1,5,10.8855660249483,2185
"Infiniti","FX","2013","regular",325,"6","AUTOMATIC","rear wheel drive",4,"Crossover,Luxury","Midsize","suv",24,17,190,44950,0,1,0,0,0,0,0,0,1,5,10.7133060398998,2186
"Infiniti","FX","2013","regular",390,"8","AUTOMATIC","all wheel drive",4,"Crossover,Luxury,High-Performance","Midsize","suv",20,14,190,61500,0,1,1,0,0,0,0,0,1,5,11.0267924537946,2187
"Infiniti","FX","2013","regular",325,"6","AUTOMATIC","all wheel drive",4,"Crossover,Luxury","Midsize","suv",22,16,190,46400,0,1,0,0,0,0,0,0,1,5,10.7450547382143,2188
"Mercedes-Benz","G-Class","2015","regular",382,"8","AUTOMATIC","four wheel drive",4,"Luxury","Midsize","suv",15,12,617,115400,0,1,0,0,0,0,0,0,0,3,11.6561596330561,2189
"Mercedes-Benz","G-Class","2015","regular",536,"8","AUTOMATIC","four wheel drive",4,"Factory Tuner,Luxury","Midsize","suv",14,12,617,137100,1,1,0,0,0,0,0,0,0,3,11.8284658655504,2190
"Mercedes-Benz","G-Class","2016","regular",563,"8","AUTOMATIC","four wheel drive",4,"Factory Tuner,Luxury","Midsize","suv",14,12,617,139900,1,1,0,0,0,0,0,0,0,2,11.8486831606536,2192
"Mercedes-Benz","G-Class","2016","regular",621,"12","AUTOMATIC","four wheel drive",4,"Factory Tuner,Luxury,High-Performance","Midsize","suv",13,11,617,217900,1,1,1,0,0,0,0,0,0,2,12.2917915209327,2193
"Infiniti","G Convertible","2011","regular",325,"6","MANUAL","rear wheel drive",2,"Luxury,Performance","Midsize","car",24,16,190,50200,0,1,1,0,0,0,0,0,0,7,10.8237703056798,2194
"Infiniti","G Convertible","2011","regular",325,"6","AUTOMATIC","rear wheel drive",2,"Luxury,Performance","Midsize","car",25,17,190,51875,0,1,1,0,0,0,0,0,0,7,10.856592257533,2195
"Infiniti","G Convertible","2012","regular",325,"6","MANUAL","rear wheel drive",2,"Luxury,Performance","Midsize","car",24,16,190,51300,0,1,1,0,0,0,0,0,0,6,10.8454460311589,2196
"Infiniti","G Convertible","2012","regular",325,"6","AUTOMATIC","rear wheel drive",2,"Luxury,Performance","Midsize","car",25,17,190,46650,0,1,1,0,0,0,0,0,0,6,10.7504282062755,2197
"Infiniti","G Convertible","2013","regular",343,"6","AUTOMATIC","rear wheel drive",2,"Factory Tuner,Luxury,Performance","Midsize","car",25,17,190,61450,1,1,1,0,0,0,0,0,0,5,11.0259791149942,2198
"Infiniti","G Convertible","2013","regular",325,"6","AUTOMATIC","rear wheel drive",2,"Luxury,Performance","Midsize","car",25,17,190,47900,0,1,1,0,0,0,0,0,0,5,10.776870783399,2199
"Infiniti","G Convertible","2013","regular",325,"6","MANUAL","rear wheel drive",2,"Luxury,Performance","Midsize","car",24,16,190,52750,0,1,1,0,0,0,0,0,0,5,10.8733190513383,2200
"Infiniti","G Coupe","2011","regular",330,"6","AUTOMATIC","rear wheel drive",2,"Luxury,Performance","Midsize","car",27,19,190,38600,0,1,1,0,0,0,0,0,0,7,10.5610075554529,2201
"Infiniti","G Coupe","2011","regular",330,"6","MANUAL","rear wheel drive",2,"Luxury,High-Performance","Midsize","car",25,17,190,43350,0,1,1,0,0,0,0,0,0,7,10.6770619822087,2202
"Infiniti","G Coupe","2011","regular",348,"6","MANUAL","rear wheel drive",2,"Factory Tuner,Luxury,High-Performance","Midsize","car",25,17,190,48900,1,1,1,0,0,0,0,0,0,7,10.797532675463,2203
"Infiniti","G Coupe","2011","regular",330,"6","AUTOMATIC","all wheel drive",2,"Luxury,Performance","Midsize","car",25,18,190,40250,0,1,1,0,0,0,0,0,0,7,10.6028652828467,2204
"Infiniti","G Coupe","2011","regular",348,"6","AUTOMATIC","rear wheel drive",2,"Factory Tuner,Luxury,High-Performance","Midsize","car",27,19,190,50800,1,1,1,0,0,0,0,0,0,7,10.8356516335666,2205
"Infiniti","G Coupe","2011","regular",330,"6","AUTOMATIC","rear wheel drive",2,"Luxury","Midsize","car",27,19,190,37150,0,1,0,0,0,0,0,0,0,7,10.5227190501459,2206
"Infiniti","G Coupe","2012","regular",348,"6","AUTOMATIC","rear wheel drive",2,"Factory Tuner,Luxury,High-Performance","Midsize","car",27,19,190,51700,1,1,1,0,0,0,0,0,0,6,10.8532130604965,2207
"Infiniti","G Coupe","2012","regular",330,"6","AUTOMATIC","rear wheel drive",2,"Luxury","Midsize","car",27,19,190,37800,0,1,0,0,0,0,0,0,0,6,10.5400643816077,2208
"Infiniti","G Coupe","2012","regular",348,"6","MANUAL","rear wheel drive",2,"Factory Tuner,Luxury,High-Performance","Midsize","car",25,17,190,49800,1,1,1,0,0,0,0,0,0,6,10.8157702630127,2209
"Infiniti","G Coupe","2012","regular",330,"6","AUTOMATIC","all wheel drive",2,"Luxury,Performance","Midsize","car",25,18,190,40900,0,1,1,0,0,0,0,0,0,6,10.6188853420309,2210
"Infiniti","G Coupe","2012","regular",330,"6","AUTOMATIC","rear wheel drive",2,"Luxury,Performance","Midsize","car",27,19,190,39250,0,1,1,0,0,0,0,0,0,6,10.5777067232106,2211
"Infiniti","G Coupe","2013","regular",330,"6","MANUAL","rear wheel drive",2,"Luxury,High-Performance","Midsize","car",25,17,190,45500,0,1,1,0,0,0,0,0,0,5,10.725467604939,2213
"Infiniti","G Coupe","2013","regular",330,"6","AUTOMATIC","all wheel drive",2,"Luxury,Performance","Midsize","car",25,18,190,42050,0,1,1,0,0,0,0,0,0,5,10.6466146654011,2214
"Infiniti","G Coupe","2013","regular",330,"6","AUTOMATIC","rear wheel drive",2,"Luxury,Performance","Midsize","car",27,19,190,40400,0,1,1,0,0,0,0,0,0,5,10.6065850639492,2215
"Infiniti","G Coupe","2013","regular",348,"6","AUTOMATIC","rear wheel drive",2,"Factory Tuner,Luxury,High-Performance","Midsize","car",27,19,190,53100,1,1,1,0,0,0,0,0,0,5,10.87993220723,2216
"Infiniti","G Sedan","2011","regular",218,"6","AUTOMATIC","rear wheel drive",4,"Luxury","Midsize","car",29,20,190,32700,0,1,0,0,0,0,0,0,0,7,10.3951303568853,2220
"Infiniti","G Sedan","2011","regular",328,"6","MANUAL","rear wheel drive",4,"Luxury,Performance","Midsize","car",25,17,190,40200,0,1,1,0,0,0,0,0,0,7,10.6016222746071,2221
"Infiniti","G Sedan","2012","regular",328,"6","MANUAL","rear wheel drive",4,"Luxury,High-Performance","Midsize","car",25,17,190,41500,0,1,1,0,0,0,0,0,0,6,10.6334487062188,2223
"Infiniti","G Sedan","2012","regular",218,"6","AUTOMATIC","rear wheel drive",4,"Luxury","Midsize","car",29,20,190,33800,0,1,0,0,0,0,0,0,0,6,10.4282160814711,2225
"Infiniti","G Sedan","2012","regular",328,"6","AUTOMATIC","all wheel drive",4,"Luxury","Midsize","car",25,18,190,43950,0,1,0,0,0,0,0,0,0,6,10.6908079031133,2227
"Infiniti","G Sedan","2012","regular",328,"6","AUTOMATIC","rear wheel drive",4,"Luxury,High-Performance","Midsize","car",27,19,190,45450,0,1,1,0,0,0,0,0,0,6,10.7243680996056,2228
"Infiniti","G Sedan","2012","regular",218,"6","AUTOMATIC","all wheel drive",4,"Luxury","Midsize","car",27,19,190,36100,0,1,0,0,0,0,0,0,0,6,10.494048144321,2229
"Infiniti","G Sedan","2013","regular",328,"6","MANUAL","rear wheel drive",4,"Luxury,High-Performance","Midsize","car",25,17,190,37150,0,1,1,0,0,0,0,0,0,5,10.5227190501459,2231
"Infiniti","G Sedan","2013","regular",328,"6","AUTOMATIC","rear wheel drive",4,"Luxury,Performance","Midsize","car",27,19,190,32950,0,1,1,0,0,0,0,0,0,5,10.4027465399307,2233
"Infiniti","G20","2001","regular",145,"4","AUTOMATIC","front wheel drive",4,"Luxury","Compact","car",28,20,190,23545,0,1,0,0,0,0,0,0,0,17,10.0666687626777,2234
"Infiniti","G20","2001","regular",145,"4","MANUAL","front wheel drive",4,"Luxury","Compact","car",29,21,190,22745,0,1,0,0,0,0,0,0,0,17,10.0321006200041,2235
"Infiniti","G35","2006","regular",280,"6","AUTOMATIC","all wheel drive",4,"Luxury","Midsize","car",22,16,190,33250,0,1,0,0,0,0,0,0,0,12,10.411810046084,2238
"Infiniti","G35","2006","regular",298,"6","MANUAL","rear wheel drive",2,"Luxury,High-Performance","Midsize","car",24,17,190,33800,0,1,1,0,0,0,0,0,0,12,10.4282160814711,2239
