"","Make","Model","Year","Engine_Fuel_Type","Engine_HP","Engine_Cylinders","Transmission_Type","Driven_Wheels","Number_of_Doors","Market_Category","Vehicle_Size","Vehicle_Style","highway_MPG","city_mpg","Popularity","MSRP","obs_number"
"6758","Mazda","Millenia",2000,"regular unleaded",210,6,"AUTOMATIC","front wheel drive",4,"Performance","Midsize","Sedan",25,17,586,2359,3934
"6760","Mazda","Millenia",2000,"regular unleaded",170,6,"AUTOMATIC","front wheel drive",4,"N/A","Midsize","Sedan",24,17,586,2138,3935
"6761","Mazda","Millenia",2001,"premium unleaded (required)",210,6,"AUTOMATIC","front wheel drive",4,"Performance","Midsize","Sedan",25,17,586,31025,3936
"6762","Mazda","Millenia",2001,"regular unleaded",170,6,"AUTOMATIC","front wheel drive",4,"N/A","Midsize","Sedan",24,17,586,28025,3937
"6763","Mazda","Millenia",2002,"regular unleaded",170,6,"AUTOMATIC","front wheel drive",4,"N/A","Midsize","Sedan",24,17,586,28475,3938
"6764","Mazda","Millenia",2002,"premium unleaded (required)",210,6,"AUTOMATIC","front wheel drive",4,"Performance","Midsize","Sedan",25,17,586,31375,3939
"6767","Infiniti","M",2012,"premium unleaded (required)",330,6,"AUTOMATIC","all wheel drive",4,"Luxury,Performance","Large","Sedan",24,17,190,49850,3940
"6768","Infiniti","M",2012,"premium unleaded (required)",330,6,"AUTOMATIC","rear wheel drive",4,"Luxury,Performance","Large","Sedan",26,18,190,47700,3941
"6769","Infiniti","M",2012,"premium unleaded (recommended)",360,6,"AUTOMATIC","rear wheel drive",4,"Luxury,Hybrid","Large","Sedan",32,27,190,53700,3942
"6770","Infiniti","M",2012,"premium unleaded (required)",420,8,"AUTOMATIC","rear wheel drive",4,"Luxury,Performance","Large","Sedan",24,16,190,59200,3943
"6771","Infiniti","M",2012,"premium unleaded (required)",420,8,"AUTOMATIC","all wheel drive",4,"Luxury,Performance","Large","Sedan",23,16,190,61700,3944
"6772","Infiniti","M",2013,"premium unleaded (required)",420,8,"AUTOMATIC","rear wheel drive",4,"Luxury,Performance","Large","Sedan",24,16,190,61200,3945
"6773","Infiniti","M",2013,"premium unleaded (recommended)",360,6,"AUTOMATIC","rear wheel drive",4,"Luxury,Hybrid","Large","Sedan",32,27,190,54750,3946
"6774","Infiniti","M",2013,"premium unleaded (required)",330,6,"AUTOMATIC","rear wheel drive",4,"Luxury,Performance","Large","Sedan",26,18,190,48700,3947
"6775","Infiniti","M",2013,"premium unleaded (required)",420,8,"AUTOMATIC","all wheel drive",4,"Luxury,Performance","Large","Sedan",23,16,190,63700,3948
"6776","Infiniti","M",2013,"premium unleaded (required)",330,6,"AUTOMATIC","all wheel drive",4,"Luxury,Performance","Large","Sedan",24,17,190,50850,3949
"6777","Mitsubishi","Mirage G4",2017,"regular unleaded",78,3,"MANUAL","front wheel drive",4,"N/A","Compact","Sedan",40,33,436,13995,3950
"6778","Mitsubishi","Mirage G4",2017,"regular unleaded",78,3,"AUTOMATIC","front wheel drive",4,"N/A","Compact","Sedan",42,35,436,16095,3951
"6780","Mitsubishi","Mirage",2014,"regular unleaded",74,3,"MANUAL","front wheel drive",4,"Hatchback","Compact","4dr Hatchback",42,34,436,13595,3952
"6781","Mitsubishi","Mirage",2014,"regular unleaded",74,3,"AUTOMATIC","front wheel drive",4,"Hatchback","Compact","4dr Hatchback",44,37,436,14595,3953
"6784","Mitsubishi","Mirage",2015,"regular unleaded",74,3,"MANUAL","front wheel drive",4,"Hatchback","Compact","4dr Hatchback",42,34,436,13645,3954
"6786","Mitsubishi","Mirage",2015,"regular unleaded",74,3,"AUTOMATIC","front wheel drive",4,"Hatchback","Compact","4dr Hatchback",44,37,436,14811.6666666667,3955
"6789","Mitsubishi","Mirage",2017,"regular unleaded",78,3,"MANUAL","front wheel drive",4,"Hatchback","Compact","4dr Hatchback",41,33,436,13895,3956
"6791","Mitsubishi","Mirage",2017,"regular unleaded",78,3,"AUTOMATIC","front wheel drive",4,"Hatchback","Compact","4dr Hatchback",43,37,436,15561.6666666667,3957
"6794","Lincoln","MKC",2015,"regular unleaded",240,4,"AUTOMATIC","front wheel drive",4,"Crossover,Luxury","Compact","4dr SUV",29,20,61,39565,3958
"6795","Lincoln","MKC",2015,"regular unleaded",240,4,"AUTOMATIC","all wheel drive",4,"Crossover,Luxury","Compact","4dr SUV",26,19,61,42060,3959
"6798","Lincoln","MKC",2016,"regular unleaded",240,4,"AUTOMATIC","front wheel drive",4,"Crossover,Luxury","Compact","4dr SUV",29,20,61,39316.25,3960
"6799","Lincoln","MKC",2016,"regular unleaded",240,4,"AUTOMATIC","all wheel drive",4,"Crossover,Luxury","Compact","4dr SUV",26,19,61,41811.25,3961
"6806","Lincoln","MKC",2017,"regular unleaded",240,4,"AUTOMATIC","all wheel drive",4,"Crossover,Luxury","Compact","4dr SUV",25,19,61,40757.5,3962
"6807","Lincoln","MKC",2017,"regular unleaded",240,4,"AUTOMATIC","front wheel drive",4,"Crossover,Luxury","Compact","4dr SUV",28,21,61,38350,3963
"6814","Lincoln","MKS",2014,"regular unleaded",304,6,"AUTOMATIC","front wheel drive",4,"Luxury,Performance","Large","Sedan",28,19,61,38850,3964
"6815","Lincoln","MKS",2014,"regular unleaded",304,6,"AUTOMATIC","all wheel drive",4,"Luxury,Performance","Large","Sedan",26,18,61,40845,3965
"6816","Lincoln","MKS",2014,"premium unleaded (recommended)",365,6,"AUTOMATIC","all wheel drive",4,"Luxury,Performance","Large","Sedan",25,17,61,45840,3966
"6817","Lincoln","MKS",2015,"premium unleaded (recommended)",365,6,"AUTOMATIC","all wheel drive",4,"Luxury,Performance","Large","Sedan",25,17,61,45840,3967
"6818","Lincoln","MKS",2015,"regular unleaded",305,6,"AUTOMATIC","front wheel drive",4,"Luxury,Performance","Large","Sedan",28,19,61,38850,3968
"6819","Lincoln","MKS",2015,"regular unleaded",305,6,"AUTOMATIC","all wheel drive",4,"Luxury,Performance","Large","Sedan",26,18,61,40845,3969
"6820","Lincoln","MKS",2016,"regular unleaded",350,6,"AUTOMATIC","all wheel drive",4,"Luxury,Performance","Large","Sedan",24,17,61,41005,3970
"6821","Lincoln","MKS",2016,"regular unleaded",350,6,"AUTOMATIC","front wheel drive",4,"Luxury,Performance","Large","Sedan",26,17,61,39010,3971
"6822","Lincoln","MKS",2016,"premium unleaded (recommended)",365,6,"AUTOMATIC","all wheel drive",4,"Luxury,Performance","Large","Sedan",24,16,61,46000,3972
"6823","Lincoln","MKT",2015,"premium unleaded (recommended)",365,6,"AUTOMATIC","all wheel drive",4,"Crossover,Luxury,Performance","Large","Wagon",23,16,61,45205,3973
"6824","Lincoln","MKT",2015,"regular unleaded",303,6,"AUTOMATIC","front wheel drive",4,"Crossover,Luxury","Large","Wagon",25,17,61,43210,3974
"6825","Lincoln","MKT",2016,"regular unleaded",303,6,"AUTOMATIC","front wheel drive",4,"Crossover,Luxury","Large","Wagon",24,16,61,43370,3975
"6826","Lincoln","MKT",2016,"premium unleaded (recommended)",365,6,"AUTOMATIC","all wheel drive",4,"Crossover,Luxury,Performance","Large","Wagon",21,15,61,45365,3976
"6827","Lincoln","MKT",2017,"regular unleaded",303,6,"AUTOMATIC","front wheel drive",4,"Crossover,Luxury","Large","Wagon",24,16,61,43530,3977
"6828","Lincoln","MKT",2017,"premium unleaded (recommended)",365,6,"AUTOMATIC","all wheel drive",4,"Crossover,Luxury,Performance","Large","Wagon",21,15,61,49025,3978
"6829","Lincoln","MKX",2015,"regular unleaded",305,6,"AUTOMATIC","all wheel drive",4,"Crossover,Luxury","Midsize","4dr SUV",23,17,61,40850,3979
"6830","Lincoln","MKX",2015,"regular unleaded",305,6,"AUTOMATIC","front wheel drive",4,"Crossover,Luxury","Midsize","4dr SUV",26,18,61,38900,3980
"6831","Lincoln","MKX",2016,"regular unleaded",303,6,"AUTOMATIC","all wheel drive",4,"Crossover,Luxury","Midsize","4dr SUV",26,17,61,47145,3981
"6833","Lincoln","MKX",2016,"regular unleaded",303,6,"AUTOMATIC","front wheel drive",4,"Crossover,Luxury","Midsize","4dr SUV",26,17,61,44650,3982
"6839","Lincoln","MKX",2017,"regular unleaded",303,6,"AUTOMATIC","front wheel drive",4,"Crossover,Luxury","Midsize","4dr SUV",25,17,61,44711.25,3983
"6840","Lincoln","MKX",2017,"regular unleaded",303,6,"AUTOMATIC","all wheel drive",4,"Crossover,Luxury","Midsize","4dr SUV",23,16,61,47206.25,3984
"6847","Lincoln","MKZ Hybrid",2011,"regular unleaded",191,4,"AUTOMATIC","front wheel drive",4,"Luxury,Hybrid","Midsize","Sedan",36,41,61,34645,3985
"6848","Lincoln","MKZ",2015,"regular unleaded",231,4,"AUTOMATIC","front wheel drive",4,"Luxury","Midsize","Sedan",33,22,61,40372.5,3986
"6850","Lincoln","MKZ",2015,"regular unleaded",188,4,"AUTOMATIC","front wheel drive",4,"Luxury,Hybrid","Midsize","Sedan",39,41,61,40372.5,3987
"6851","Lincoln","MKZ",2015,"regular unleaded",231,4,"AUTOMATIC","all wheel drive",4,"Luxury","Midsize","Sedan",31,22,61,42262.5,3988
"6854","Lincoln","MKZ",2016,"regular unleaded",231,4,"AUTOMATIC","all wheel drive",4,"Luxury","Midsize","Sedan",31,22,61,42287.5,3989
"6855","Lincoln","MKZ",2016,"regular unleaded",188,4,"AUTOMATIC","front wheel drive",4,"Luxury,Hybrid","Midsize","Sedan",39,41,61,40397.5,3990
"6856","Lincoln","MKZ",2016,"regular unleaded",231,4,"AUTOMATIC","front wheel drive",4,"Luxury","Midsize","Sedan",33,22,61,40397.5,3991
"6860","Lincoln","MKZ",2017,"premium unleaded (recommended)",245,4,"AUTOMATIC","all wheel drive",4,"Luxury","Midsize","Sedan",28,20,61,41627.5,3992
"6861","Lincoln","MKZ",2017,"premium unleaded (recommended)",245,4,"AUTOMATIC","front wheel drive",4,"Luxury","Midsize","Sedan",31,21,61,39737.5,3993
"6868","Mercedes-Benz","ML55 AMG",2000,"regular unleaded",342,8,"AUTOMATIC","all wheel drive",4,"Factory Tuner,Luxury,Performance","Midsize","4dr SUV",16,12,617,5650,3994
"6869","Dodge","Monaco",1990,"regular unleaded",150,6,"AUTOMATIC","front wheel drive",4,"N/A","Midsize","Sedan",24,15,1851,2000,3995
"6871","Dodge","Monaco",1991,"regular unleaded",150,6,"AUTOMATIC","front wheel drive",4,"N/A","Midsize","Sedan",24,16,1851,2000,3996
"6873","Dodge","Monaco",1992,"regular unleaded",150,6,"AUTOMATIC","front wheel drive",4,"N/A","Midsize","Sedan",24,16,1851,2000,3997
"6875","Pontiac","Montana SV6",2006,"regular unleaded",201,6,"AUTOMATIC","front wheel drive",4,"N/A","Midsize","Passenger Minivan",23,16,210,24250,3998
"6876","Pontiac","Montana SV6",2006,"regular unleaded",196,6,"AUTOMATIC","all wheel drive",4,"N/A","Midsize","Passenger Minivan",21,15,210,27750,3999
"6877","Pontiac","Montana",2003,"regular unleaded",185,6,"AUTOMATIC","front wheel drive",4,"N/A","Midsize","Passenger Minivan",24,17,210,27823.3333333333,4000
"6878","Pontiac","Montana",2003,"regular unleaded",185,6,"AUTOMATIC","all wheel drive",4,"N/A","Midsize","Passenger Minivan",22,16,210,32165,4001
"6879","Pontiac","Montana",2003,"regular unleaded",185,6,"AUTOMATIC","front wheel drive",4,"N/A","Compact","Passenger Minivan",24,17,210,24990,4002
"6884","Pontiac","Montana",2004,"regular unleaded",185,6,"AUTOMATIC","front wheel drive",4,"N/A","Compact","Passenger Minivan",24,17,210,23335,4003
"6885","Pontiac","Montana",2004,"regular unleaded",185,6,"AUTOMATIC","all wheel drive",4,"N/A","Midsize","Passenger Minivan",22,16,210,31035,4004
"6886","Pontiac","Montana",2004,"regular unleaded",185,6,"AUTOMATIC","front wheel drive",4,"N/A","Midsize","Passenger Minivan",24,17,210,28060,4005
"6888","Pontiac","Montana",2005,"regular unleaded",200,6,"AUTOMATIC","all wheel drive",4,"N/A","Midsize","Passenger Minivan",21,15,210,28955,4006
"6889","Pontiac","Montana",2005,"regular unleaded",185,6,"AUTOMATIC","front wheel drive",4,"N/A","Midsize","Passenger Minivan",23,16,210,28230,4007
"6890","Pontiac","Montana",2005,"regular unleaded",200,6,"AUTOMATIC","front wheel drive",4,"N/A","Midsize","Passenger Minivan",23,16,210,26205,4008
"6894","Chevrolet","Monte Carlo",2005,"regular unleaded",180,6,"AUTOMATIC","front wheel drive",2,"N/A","Midsize","Coupe",29,19,1385,22280,4009
"6895","Chevrolet","Monte Carlo",2005,"regular unleaded",200,6,"AUTOMATIC","front wheel drive",2,"N/A","Midsize","Coupe",28,18,1385,24690,4010
"6896","Chevrolet","Monte Carlo",2005,"premium unleaded (required)",240,6,"AUTOMATIC","front wheel drive",2,"Performance","Midsize","Coupe",26,17,1385,28355,4011
"6897","Chevrolet","Monte Carlo",2006,"regular unleaded",242,6,"AUTOMATIC","front wheel drive",2,"N/A","Midsize","Coupe",26,18,1385,24180,4012
"6898","Chevrolet","Monte Carlo",2006,"flex-fuel (unleaded/E85)",211,6,"AUTOMATIC","front wheel drive",2,"Flex Fuel","Midsize","Coupe",29,19,1385,20580,4013
"6899","Chevrolet","Monte Carlo",2006,"regular unleaded",303,8,"AUTOMATIC","front wheel drive",2,"Performance","Midsize","Coupe",26,16,1385,26330,4014
"6902","Chevrolet","Monte Carlo",2007,"regular unleaded",303,8,"AUTOMATIC","front wheel drive",2,"Performance","Midsize","Coupe",24,16,1385,27740,4015
"6903","Chevrolet","Monte Carlo",2007,"flex-fuel (unleaded/E85)",211,6,"AUTOMATIC","front wheel drive",2,"Flex Fuel","Midsize","Coupe",29,19,1385,21820,4016
"6905","Mitsubishi","Montero Sport",2002,"regular unleaded",197,6,"AUTOMATIC","rear wheel drive",4,"N/A","Midsize","4dr SUV",20,15,436,29462,4017
"6906","Mitsubishi","Montero Sport",2002,"regular unleaded",165,6,"AUTOMATIC","four wheel drive",4,"N/A","Midsize","4dr SUV",19,15,436,26432,4018
"6907","Mitsubishi","Montero Sport",2002,"regular unleaded",197,6,"AUTOMATIC","four wheel drive",4,"N/A","Midsize","4dr SUV",17,14,436,31257,4019
"6908","Mitsubishi","Montero Sport",2002,"regular unleaded",165,6,"AUTOMATIC","rear wheel drive",4,"N/A","Midsize","4dr SUV",21,16,436,24207,4020
"6913","Mitsubishi","Montero Sport",2003,"regular unleaded",165,6,"AUTOMATIC","four wheel drive",4,"N/A","Midsize","4dr SUV",19,15,436,26497,4021
"6915","Mitsubishi","Montero Sport",2003,"regular unleaded",197,6,"AUTOMATIC","rear wheel drive",4,"N/A","Midsize","4dr SUV",20,15,436,29462,4022
"6916","Mitsubishi","Montero Sport",2003,"regular unleaded",165,6,"AUTOMATIC","rear wheel drive",4,"N/A","Midsize","4dr SUV",21,16,436,24272,4023
"6917","Mitsubishi","Montero Sport",2003,"regular unleaded",197,6,"AUTOMATIC","four wheel drive",4,"N/A","Midsize","4dr SUV",17,14,436,31257,4024
"6921","Mitsubishi","Montero Sport",2004,"regular unleaded",197,6,"AUTOMATIC","rear wheel drive",4,"N/A","Midsize","4dr SUV",19,15,436,25099,4025
"6922","Mitsubishi","Montero Sport",2004,"regular unleaded",197,6,"AUTOMATIC","four wheel drive",4,"N/A","Midsize","4dr SUV",17,14,436,27099,4026
"6925","Mitsubishi","Montero",2004,"regular unleaded",215,6,"AUTOMATIC","four wheel drive",4,"N/A","Midsize","4dr SUV",18,13,436,34999,4027
"6926","Mitsubishi","Montero",2005,"regular unleaded",215,6,"AUTOMATIC","four wheel drive",4,"N/A","Midsize","4dr SUV",17,13,436,35799,4028
"6927","Mitsubishi","Montero",2006,"regular unleaded",215,6,"AUTOMATIC","four wheel drive",4,"N/A","Midsize","4dr SUV",17,13,436,36159,4029
"6928","McLaren","MP4-12C",2012,"premium unleaded (required)",592,8,"AUTOMATED_MANUAL","rear wheel drive",2,"Exotic,High-Performance","Compact","Coupe",22,15,416,229000,4030
"6929","McLaren","MP4-12C",2013,"premium unleaded (required)",616,8,"AUTOMATED_MANUAL","rear wheel drive",2,"Exotic,High-Performance","Compact","Coupe",22,15,416,239400,4031
"6930","Mazda","MPV",2004,"regular unleaded",200,6,"AUTOMATIC","front wheel drive",4,"N/A","Compact","Passenger Minivan",23,16,586,25975,4032
"6932","Mazda","MPV",2005,"regular unleaded",200,6,"AUTOMATIC","front wheel drive",4,"N/A","Compact","Passenger Minivan",23,16,586,24526.6666666667,4033
"6935","Mazda","MPV",2006,"regular unleaded",200,6,"AUTOMATIC","front wheel drive",4,"N/A","Compact","Passenger Minivan",23,16,586,24526.6666666667,4034
"6938","Toyota","MR2 Spyder",2003,"premium unleaded (required)",138,4,"AUTOMATED_MANUAL","rear wheel drive",2,"Performance","Compact","Convertible",30,22,2031,25645,4035
"6939","Toyota","MR2 Spyder",2003,"premium unleaded (required)",138,4,"MANUAL","rear wheel drive",2,"Performance","Compact","Convertible",29,23,2031,24645,4036
"6940","Toyota","MR2 Spyder",2004,"regular unleaded",138,4,"AUTOMATED_MANUAL","rear wheel drive",2,"Performance","Compact","Convertible",30,23,2031,25895,4037
"6941","Toyota","MR2 Spyder",2004,"regular unleaded",138,4,"MANUAL","rear wheel drive",2,"Performance","Compact","Convertible",29,23,2031,24895,4038
"6942","Toyota","MR2 Spyder",2005,"regular unleaded",138,4,"AUTOMATED_MANUAL","rear wheel drive",2,"Performance","Compact","Convertible",30,23,2031,26145,4039
"6943","Toyota","MR2 Spyder",2005,"regular unleaded",138,4,"MANUAL","rear wheel drive",2,"Performance","Compact","Convertible",29,23,2031,25145,4040
"6944","Toyota","MR2",1993,"regular unleaded",135,4,"MANUAL","rear wheel drive",2,"Performance","Compact","Coupe",26,19,2031,2000,4041
"6945","Toyota","MR2",1993,"regular unleaded",200,4,"MANUAL","rear wheel drive",2,"Performance","Compact","Coupe",25,18,2031,2078,4042
"6946","Toyota","MR2",1994,"regular unleaded",200,4,"MANUAL","rear wheel drive",2,"Performance","Compact","Coupe",25,18,2031,2254,4043
"6947","Toyota","MR2",1994,"regular unleaded",135,4,"MANUAL","rear wheel drive",2,"Performance","Compact","Coupe",26,19,2031,2000,4044
"6948","Toyota","MR2",1995,"regular unleaded",135,4,"MANUAL","rear wheel drive",2,"Performance","Compact","Coupe",26,19,2031,2038,4045
"6949","Toyota","MR2",1995,"regular unleaded",200,4,"MANUAL","rear wheel drive",2,"Performance","Compact","Coupe",25,18,2031,2462,4046
"6950","Bentley","Mulsanne",2014,"premium unleaded (required)",505,8,"AUTOMATIC","rear wheel drive",4,"Exotic,Luxury,High-Performance","Large","Sedan",18,11,520,298900,4047
"6951","Bentley","Mulsanne",2015,"premium unleaded (required)",505,8,"AUTOMATIC","rear wheel drive",4,"Exotic,Luxury,High-Performance","Large","Sedan",18,11,520,303700,4048
"6952","Bentley","Mulsanne",2016,"premium unleaded (required)",505,8,"AUTOMATIC","rear wheel drive",4,"Exotic,Luxury,High-Performance","Large","Sedan",18,11,520,303700,4049
"6953","Bentley","Mulsanne",2016,"premium unleaded (required)",530,8,"AUTOMATIC","rear wheel drive",4,"Exotic,Factory Tuner,Luxury,High-Performance","Large","Sedan",18,11,520,335600,4050
"6954","Nissan","Murano CrossCabriolet",2012,"premium unleaded (recommended)",265,6,"AUTOMATIC","all wheel drive",2,"Crossover","Midsize","Convertible SUV",22,17,2009,44540,4051
"6955","Nissan","Murano CrossCabriolet",2013,"premium unleaded (recommended)",265,6,"AUTOMATIC","all wheel drive",2,"Crossover","Midsize","Convertible SUV",22,17,2009,44540,4052
"6956","Nissan","Murano CrossCabriolet",2014,"premium unleaded (recommended)",265,6,"AUTOMATIC","all wheel drive",2,"Crossover","Midsize","Convertible SUV",22,17,2009,41995,4053
"6957","Nissan","Murano",2015,"regular unleaded",260,6,"AUTOMATIC","front wheel drive",4,"Crossover","Midsize","4dr SUV",28,21,2009,34532.5,4054
"6958","Nissan","Murano",2015,"regular unleaded",260,6,"AUTOMATIC","all wheel drive",4,"Crossover","Midsize","4dr SUV",28,21,2009,36132.5,4055
"6965","Nissan","Murano",2016,"regular unleaded",260,6,"AUTOMATIC","all wheel drive",4,"Crossover","Midsize","4dr SUV",28,21,2009,36312.5,4056
"6966","Nissan","Murano",2016,"regular unleaded",260,6,"AUTOMATIC","front wheel drive",4,"Crossover","Midsize","4dr SUV",28,21,2009,34712.5,4057
"6967","Nissan","Murano",2016,"regular unleaded",250,4,"AUTOMATIC","all wheel drive",4,"Crossover,Hybrid","Midsize","4dr SUV",30,26,2009,42755,4058
"6973","Nissan","Murano",2016,"regular unleaded",250,4,"AUTOMATIC","front wheel drive",4,"Crossover,Hybrid","Midsize","4dr SUV",31,28,2009,41155,4059
"6977","Nissan","Murano",2017,"regular unleaded",260,6,"AUTOMATIC","front wheel drive",4,"Crossover","Midsize","4dr SUV",28,21,2009,34712.5,4060
"6978","Nissan","Murano",2017,"regular unleaded",260,6,"AUTOMATIC","all wheel drive",4,"Crossover","Midsize","4dr SUV",28,21,2009,36312.5,4061
"6985","Lamborghini","Murcielago",2008,"premium unleaded (required)",632,12,"MANUAL","all wheel drive",2,"Exotic,High-Performance","Compact","Coupe",13,8,1158,336400,4062
"6986","Lamborghini","Murcielago",2008,"premium unleaded (required)",632,12,"MANUAL","all wheel drive",2,"Exotic,High-Performance","Compact","Convertible",13,8,1158,369200,4063
"6987","Lamborghini","Murcielago",2008,"premium unleaded (required)",632,12,"AUTOMATED_MANUAL","all wheel drive",2,"Exotic,High-Performance","Compact","Coupe",14,9,1158,345400,4064
"6988","Lamborghini","Murcielago",2008,"premium unleaded (required)",632,12,"AUTOMATED_MANUAL","all wheel drive",2,"Exotic,High-Performance","Compact","Convertible",14,9,1158,378200,4065
"6989","Lamborghini","Murcielago",2009,"premium unleaded (required)",631,12,"MANUAL","all wheel drive",2,"Exotic,High-Performance","Compact","Convertible",13,8,1158,382400,4066
"6990","Lamborghini","Murcielago",2009,"premium unleaded (required)",631,12,"MANUAL","all wheel drive",2,"Exotic,High-Performance","Compact","Coupe",13,8,1158,354000,4067
"6991","Lamborghini","Murcielago",2009,"premium unleaded (required)",631,12,"AUTOMATED_MANUAL","all wheel drive",2,"Exotic,High-Performance","Compact","Coupe",14,9,1158,364000,4068
"6992","Lamborghini","Murcielago",2009,"premium unleaded (required)",631,12,"AUTOMATED_MANUAL","all wheel drive",2,"Exotic,High-Performance","Compact","Convertible",14,9,1158,392400,4069
"6993","Lamborghini","Murcielago",2010,"premium unleaded (required)",670,12,"AUTOMATED_MANUAL","all wheel drive",2,"Exotic,Factory Tuner,High-Performance","Compact","Coupe",14,9,1158,450000,4070
"6994","Ford","Mustang SVT Cobra",1997,"regular unleaded",305,8,"MANUAL","rear wheel drive",2,"Factory Tuner,Performance","Compact","Convertible",24,16,5657,3550,4071
"6995","Ford","Mustang SVT Cobra",1997,"regular unleaded",305,8,"MANUAL","rear wheel drive",2,"Factory Tuner,Performance","Compact","Coupe",24,16,5657,3206,4072
"6996","Ford","Mustang SVT Cobra",1998,"regular unleaded",305,8,"MANUAL","rear wheel drive",2,"Factory Tuner,Performance","Compact","Coupe",24,16,5657,3654,4073
"6997","Ford","Mustang SVT Cobra",1998,"regular unleaded",305,8,"MANUAL","rear wheel drive",2,"Factory Tuner,Performance","Compact","Convertible",24,16,5657,4059,4074
"6998","Ford","Mustang SVT Cobra",1999,"regular unleaded",320,8,"MANUAL","rear wheel drive",2,"Factory Tuner,Performance","Compact","Coupe",22,15,5657,4584,4075
"6999","Ford","Mustang SVT Cobra",1999,"regular unleaded",320,8,"MANUAL","rear wheel drive",2,"Factory Tuner,Performance","Compact","Convertible",22,15,5657,5193,4076
"7000","Ford","Mustang",2015,"premium unleaded (recommended)",435,8,"MANUAL","rear wheel drive",2,"High-Performance","Midsize","Convertible",25,15,5657,41800,4077
"7001","Ford","Mustang",2015,"regular unleaded",300,6,"MANUAL","rear wheel drive",2,"Performance","Midsize","Convertible",28,17,5657,29300,4078
"7002","Ford","Mustang",2015,"premium unleaded (recommended)",310,4,"MANUAL","rear wheel drive",2,"High-Performance","Midsize","Convertible",31,22,5657,34800,4079
"7003","Ford","Mustang",2015,"premium unleaded (recommended)",310,4,"MANUAL","rear wheel drive",2,"High-Performance","Midsize","Coupe",31,22,5657,27300,4080
"7004","Ford","Mustang",2015,"premium unleaded (recommended)",435,8,"MANUAL","rear wheel drive",2,"High-Performance","Midsize","Coupe",25,15,5657,38256.6666666667,4081
"7006","Ford","Mustang",2015,"regular unleaded",300,6,"MANUAL","rear wheel drive",2,"Performance","Midsize","Coupe",28,17,5657,23800,4082
"7009","Ford","Mustang",2016,"premium unleaded (recommended)",435,8,"MANUAL","rear wheel drive",2,"Performance","Midsize","Coupe",25,15,5657,34395,4083
"7011","Ford","Mustang",2016,"regular unleaded",300,6,"MANUAL","rear wheel drive",2,"Performance","Midsize","Coupe",28,17,5657,24145,4084
"7012","Ford","Mustang",2016,"premium unleaded (recommended)",310,4,"MANUAL","rear wheel drive",2,"Performance","Midsize","Convertible",29,20,5657,35145,4085
"7013","Ford","Mustang",2016,"premium unleaded (recommended)",310,4,"MANUAL","rear wheel drive",2,"Performance","Midsize","Coupe",31,22,5657,27645,4086
"7014","Ford","Mustang",2016,"premium unleaded (recommended)",435,8,"MANUAL","rear wheel drive",2,"Performance","Midsize","Convertible",25,15,5657,41895,4087
"7015","Ford","Mustang",2016,"regular unleaded",300,6,"MANUAL","rear wheel drive",2,"Performance","Midsize","Convertible",28,17,5657,29645,4088
"7017","Ford","Mustang",2017,"premium unleaded (recommended)",310,4,"MANUAL","rear wheel drive",2,"Performance","Midsize","Coupe",30,21,5657,27645,4089
"7018","Ford","Mustang",2017,"regular unleaded",300,6,"MANUAL","rear wheel drive",2,"N/A","Midsize","Coupe",27,18,5657,24645,4090
"7020","Ford","Mustang",2017,"premium unleaded (recommended)",435,8,"MANUAL","rear wheel drive",2,"Performance","Midsize","Convertible",23,14,5657,42145,4091
"7021","Ford","Mustang",2017,"premium unleaded (recommended)",435,8,"MANUAL","rear wheel drive",2,"Performance","Midsize","Coupe",25,15,5657,34645,4092
"7022","Ford","Mustang",2017,"premium unleaded (recommended)",310,4,"MANUAL","rear wheel drive",2,"Performance","Midsize","Convertible",27,21,5657,35145,4093
"7024","Mazda","MX-3",1993,"regular unleaded",130,6,"MANUAL","front wheel drive",2,"Hatchback","Compact","2dr Hatchback",26,20,586,2000,4094
"7025","Mazda","MX-3",1993,"regular unleaded",88,4,"MANUAL","front wheel drive",2,"Hatchback","Compact","2dr Hatchback",32,24,586,2000,4095
"7027","Mazda","MX-3",1994,"regular unleaded",130,6,"MANUAL","front wheel drive",2,"Hatchback","Compact","2dr Hatchback",26,20,586,2000,4096
"7028","Mazda","MX-3",1994,"regular unleaded",88,4,"MANUAL","front wheel drive",2,"Hatchback","Compact","2dr Hatchback",34,25,586,2000,4097
"7029","Mazda","MX-3",1995,"regular unleaded",88,4,"MANUAL","front wheel drive",2,"Hatchback","Compact","2dr Hatchback",34,25,586,2000,4098
"7030","Mazda","MX-5 Miata",2014,"premium unleaded (recommended)",158,4,"AUTOMATIC","rear wheel drive",2,"Performance","Compact","Convertible",28,21,586,28390,4099
"7033","Mazda","MX-5 Miata",2014,"premium unleaded (recommended)",167,4,"MANUAL","rear wheel drive",2,"Performance","Compact","Convertible",28,21,586,28142.5,4100
"7037","Mazda","MX-5 Miata",2014,"premium unleaded (recommended)",167,4,"MANUAL","rear wheel drive",2,"Performance","Compact","Convertible",28,22,586,23720,4101
"7040","Mazda","MX-5 Miata",2015,"premium unleaded (recommended)",158,4,"AUTOMATIC","rear wheel drive",2,"Performance","Compact","Convertible",28,21,586,29142.5,4102
